Gene Name	Left-End-Position	Right-End-Position	Product
ykgG	323758	324453	DUF162 domain-containing lactate utilization protein YkgG
aer	3217556	3219076	aerotaxis receptor
srlD	2827737	2828516	sorbitol-6-phosphate 2-dehydrogenase
yggP	3076179	3077456	putative zinc-binding dehydrogenase YggP
atoS	2320043	2321869	sensor histidine kinase AtoS
plsX	1147621	1148691	putative phosphate acyltransferase
ypeD	2512687	2512776	protein YpeD
gspD	3456377	3458329	type II secretion system protein GspD
ynaJ	1397365	1397622	DUF2534 domain-containing protein YnaJ
asr	1671376	1671684	periplasmic chaperone Asr
rcsB	2316177	2316827	RcsB-acetylated // DNA-binding transcriptional dual regulator RcsB-phosphorylated // DNA-binding transcriptional activator RcsB
hyaB	1033254	1035047	hydrogenase 1 large subunit
rlmE	3327035	3327664	23S rRNA 2'-<i>O</i>-ribose U2552 methyltransferase
yrbG	3340275	3341252	putative transport protein YrbG
mokB	1491962	1492129	putative regulatory protein MokB
psiE	4240325	4240735	putative phosphate starvation-inducible protein PsiE
parC	3163715	3165973	DNA topoisomerase IV subunit A
ybhA	797613	798431	pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase
leuE	1880121	1880759	leucine exporter
xylF	3731131	3732123	xylose ABC transporter periplasmic binding protein
cedA	1813421	1813663	cell division modulator
arcB	3350689	3353025	ArcB-<i>N</i>-phospho-L-histidine-292 // ArcB-phospho-L-aspartate-576 // ArcB-<i>N</i>-phospho-L-histidine-717 // sensor histidine kinase ArcB
putA	1074920	1078882	fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA
pspE	1369689	1370003	thiosulfate sulfurtransferase PspE
alaX	2518041	2518116	tRNA-Ala(GGC)
rsxD	1709142	1710200	SoxR [2Fe-2S] reducing system protein RsxD
G0-10705	4058171	4058242	
ygiM	3201207	3201827	putative signal transduction protein (SH3 domain)
pssA	2722727	2724082	phosphatidylserine synthase
naRNA2	4326205	4326281	naRNA2
gspM	3465082	3465543	type II secretion system protein GspM
hflC	4403300	4404304	regulator of FtsH protease
ydeM	1579633	1580790	putative anaerobic sulfatase maturation enzyme YdeM
inaA	2348822	2349472	putative lipopolysaccharide kinase InaA
hprS	2036794	2038152	sensor histidine kinase HprS
ykgS	290510	290638	CP4-6 prophage; protein YkgS
pflA	950340	951080	pyruvate formate-lyase activating enzyme
tgt	426137	427264	tRNA-guanine transglycosylase
sdhB	757689	758405	succinate:quinone oxidoreductase, iron-sulfur cluster binding protein
yjeM	4383839	4385341	putative transporter YjeM
thiM	2184513	2185301	hydroxyethylthiazole kinase
menI	1765222	1765632	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
insB1	19811	20314	IS1 protein InsB
yedL	2010600	2011079	putative acetyltransferase YedL
tqsA	1673913	1674947	autoinducer 2 exporter
wzzE	3969031	3970077	enterobacterial common antigen polysaccharide co-polymerase
pfkB	1806370	1807299	6-phosphofructokinase 2
ygbJ	2861430	2862338	putative L-threonate dehydrogenase
atpF	3920418	3920888	ATP synthase F<sub>o</sub> complex subunit b
basR	4333282	4333950	DNA-binding transcriptional dual regulator BasR-phosphorylated // DNA-binding transcriptional dual regulator BasR
pgsA	1992269	1992817	CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase
pmrR	4332116	4332205	small regulatory membrane protein PmrR
yhgE	3530715	3532439	putative transport protein YhgE
ybdJ	605951	606199	DUF1158 domain-containing protein YbdJ
yceO	1119307	1119447	DUF2770 domain-containing protein YceO
phoP	1189776	1190447	DNA-binding transcriptional dual regulator PhoP-phosphorylated // DNA-binding transcriptional dual regulator PhoP
hyfR	2611900	2613912	DNA-binding transcriptional activator HyfR
tapT	2719223	2719921	tRNA 3-amino-3-carboxypropyltransferase
pitA	3637642	3639141	metal phosphate:H<sup>+</sup> symporter PitA
ydjY	1834116	1834793	4Fe-4S ferredoxin-type domain-containing protein YdjY
ansA	1850860	1851876	L-asparaginase 1
rpoN	3344717	3346150	RNA polymerase sigma factor RpoN
uxaA	3241827	3243314	D-altronate dehydratase
yicI	3832219	3834537	&alpha;-D-xyloside xylohydrolase
opgG	1109335	1110870	osmoregulated periplasmic glucans biosynthesis protein G
yggR	3094100	3095080	Type II/IV secretion system family protein
grxC	3784191	3784442	oxidized glutaredoxin 3 // reduced glutaredoxin 3
fecR	4516764	4517717	ferric citrate regulator FecR
oxc	2490256	2491950	oxalyl-CoA decarboxylase
valX	2521051	2521126	tRNA-Val(UAC)
rseA	2708754	2709404	anti-sigma-E factor RseA
ygfS	3028524	3029012	putative electron transport protein YgfS
yidD	3884816	3885073	membrane protein insertion efficiency factor
ybjL	888134	889819	putative transport protein YbjL
iadA	4558354	4559526	isoaspartyl dipeptidase
hybE	3140311	3140799	hydrogenase 2-specific chaperone
gadA	3666180	3667580	glutamate decarboxylase A
hha	480090	480308	haemolysin expression-modulating protein Hha
ypaB	2344594	2344737	protein YpaB
menF	2379348	2380643	isochorismate synthase MenF
mdh	3383330	3384268	malate dehydrogenase
rlmC	898518	899645	23S rRNA m<sup>5</sup>U747 methyltransferase
mdtN	4303078	4304109	putative multidrug efflux pump membrane fusion protein
cof	467412	468230	HMP-PP phosphatase
dxr	193521	194717	1-deoxy-D-xylulose 5-phosphate reductoisomerase
insAB1	19811	20508	InsAB' transposase
yggF	3075217	3076182	fructose 1,6-bisphosphatase YggF
gspK	3462924	3463907	type II secretion system protein GspK
opgC	1107784	1108941	osmoregulated periplasmic glucans (OPG) biosynthesis protein C
malY	1700957	1702129	negative regulator of MalT activity/cystathionine &beta;-lyase
yedP	2025511	2026326	putative mannosyl-3-phosphoglycerate phosphatase
atpC	3915553	3915972	ATP synthase F<sub>1</sub> complex subunit &epsilon;
ycfJ	1167599	1168138	PF05433 family protein YcfJ
yqgB	3085920	3086051	acid stress response protein YqgB
ygaC	2799650	2799994	DUF2002 domain-containing protein YgaC
napA	2300267	2302753	periplasmic nitrate reductase subunit NapA
gluQ	159186	160112	glutamyl-Q tRNA<sup>Asp</sup> synthetase
hsrA	3939185	3940612	putative transporter HsrA
ycgX	1212703	1213107	DUF1398 domain-containing protein YcgX
rpoS	2866559	2867551	RNA polymerase sigma factor RpoS
ydeT	1588853	1590001	fimbrial usher domain-containing protein YdeT
ppsA	1784734	1787112	phosphoenolpyruvate synthetase
trxA	3965761	3966090	oxidized thioredoxin // thioredoxin 1
cyaR	2167114	2167200	small regulatory RNA CyaR
xylH	3733720	3734901	xylose ABC transporter membrane subunit
feaR	1446378	1447283	DNA-binding transcriptional activator FeaR
yeaH	1868955	1870238	DUF444 domain-containing protein YeaH
serU	2043468	2043557	tRNA-Ser(CGA)
ychF	1256721	1257812	redox-responsive ATPase YchF
yhhN	3605751	3606377	PF07947 family protein YhhN
b3975	4175213	4175368	
yhjY	3712236	3712934	putative outer membrane protein YhjY
sapB	1354505	1355470	putrescine ABC exporter membrane subunit SapB
pcm	2868893	2869519	protein-L-isoaspartate <i>O</i>-methyltransferase
yobF	1907448	1907591	DUF2527 domain-containing protein YobF
yjiT	4572414	4573931	putative uncharacterized protein YjiT
fdoG	4082772	4085822	formate dehydrogenase O subunit &alpha;
fumC	1685185	1686588	fumarase C
pcnB	157729	159126	poly(A) polymerase I
yqeG	2985847	2987076	putative transporter YqeG
thiL	435634	436611	thiamine monophosphate kinase
insC5	3186187	3186552	IS2 insertion element repressor InsA
ispE	1262026	1262877	4-(cytidine 5'-diphospho)-2-<i>C</i>-methyl-D-erythritol kinase
pck	3532818	3534440	phosphoenolpyruvate carboxykinase (ATP)
omrA	2976102	2976189	small regulatory RNA OmrA
alsE	4307783	4308478	D-allulose-6-phosphate 3-epimerase
ydgA	1689852	1691360	DUF945 domain-containing protein YdgA
zntA	3606451	3608649	Zn<sup>2+</sup>/Cd<sup>2+</sup>/Pb<sup>2+</sup> exporting P-type ATPase
flgI	1136274	1137371	flagellar P-ring protein
yohC	2225044	2225631	putative inner membrane protein
yidG	3855608	3855970	inner membrane protein YidG
gadB	1570645	1572045	glutamate decarboxylase B
fliT	2005713	2006078	flagellar biosynthesis protein FliT
menC	2375000	2375962	o-succinylbenzoate synthase
queG	4392928	4394067	epoxyqueuosine reductase
yebQ	1910276	1911649	putative transporter YebQ
fliA	2001070	2001789	RNA polymerase sigma factor FliA
yciW	1348980	1350107	putative peroxidase YciW
sdaB	2929576	2930943	L-serine deaminase II
grxB	1123407	1124054	oxidized glutaredoxin 2 // reduced glutaredoxin 2
dsrA	2025223	2025313	small regulatory RNA DsrA
fruA	2259719	2261410	fructose-specific PTS multiphosphoryl transfer protein FruA
flgF	1133802	1134557	flagellar basal-body rod protein FlgF
uspF	1435185	1435619	universal stress protein F
leuZ	1991815	1991901	tRNA-Leu(UAA)
arcA	4639590	4640306	DNA-binding transcriptional dual regulator ArcA-phosphorylated // DNA-binding transcriptional dual regulator ArcA
ygcO	2893919	2894179	putative 4Fe-4S cluster-containing protein
tsuB	2084226	2084453	putative thiosulfate sulfurtransferase
yagU	302991	303605	DUF1440 domain-containing inner membrane protein YagU
sohB	1329332	1330381	S49 peptidase family protein
elfD	998490	999191	putative fimbrial chaperone ElfD
fliF	2013229	2014887	flagellar basal-body MS-ring and collar protein
yhgN	3575071	3575664	MarC family putative inner membrane protein YhgN
yhaJ	3253318	3254214	DNA-binding transcriptional activator YhaJ
narJ	1285139	1285849	nitrate reductase 1 molybdenum cofactor assembly chaperone
tmcA	2593844	2595859	tRNA<sup>Met</sup> cytidine acetyltransferase
mngR	765153	765875	DNA-binding transcriptional repressor MngR
ydcO	1504905	1506080	putative transport protein YdcO
thiG	4191865	4192635	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
insD2	1467921	1468826	IS2 insertion element protein InsB
ispA	440202	441101	geranyl diphosphate/farnesyl diphosphate synthase
sibD	3194721	3194865	small RNA SibD
yieL	3899408	3900577	putative hydrolase YieL
ycdX	1098879	1099616	zinc-binding phosphatase YcdX
atpG	3917402	3918265	ATP synthase F<sub>1</sub> complex subunit &gamma;
flgC	1131438	1131842	flagellar basal-body rod protein FlgC
yidX	3875438	3876094	putative lipoprotein YidX
yfjF	2754008	2754298	putative component of the Rsx system
yhiM	3634841	3635893	inner membrane protein YhiM
fliD	2003872	2005278	flagellar filament capping protein
ydcI	1494148	1495071	DNA-binding transcriptional dual regulator YdcI
glpR	3559848	3560605	DNA-binding transcriptional repressor GlpR
queC	464852	465547	7-cyano-7-deazaguanine synthase
eamB	2715423	2716010	cysteine/<i>O</i>-acetylserine exporter EamB
ybhQ	824630	825040	inner membrane protein YbhQ
rpoD	3213047	3214888	RNA polymerase sigma factor RpoD
ymcE	1051847	1052077	protein YmcE
metB	4128672	4129832	<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase
trxC	2718735	2719154	oxidized thioredoxin 2 // reduced thioredoxin 2
symR	4579835	4579911	small regulatory RNA antitoxin SymR
ascG	2838254	2839264	DNA-binding transcriptional repressor AscG
flgN	1129414	1129830	flagellar biosynthesis protein FlgN
ybiW	860174	862606	putative pyruvate formate lyase
glyV	4392360	4392435	tRNA-Gly(GCC)
rseB	2707798	2708754	anti-sigma factor stabilizing protein RseB
wbbK	2103391	2104509	putative glycosyltransferase WbbK
ycdF	1067918	1068148	
yjjU	4612411	4613484	putative patatin-like phospholipase YjjU
ypfN	2592762	2592962	PF13980 family protein YpfN
clpX	457426	458700	ATP-dependent Clp protease ATP-binding subunit ClpX
yadV	155461	156201	putative fimbrial chaperone YadV
cadA	4356470	4358617	lysine decarboxylase 1
fliR	2022893	2023678	flagellar biosynthesis protein FliR
hyfG	2608487	2610154	hydrogenase 4 catalytic subunit HyfG
acrR	485761	486408	DNA-binding transcriptional repressor AcrR
sucB	761522	762739	SucB-dihydrolipoate // SucB-S-succinyldihydrolipoate // SucB-lipoate // dihydrolipoyltranssuccinylase
rsuA	2279788	2280483	16S rRNA pseudouridine<sup>516</sup> synthase
actP	4283253	4284902	acetate/glycolate:cation symporter
thiC	4194204	4196099	phosphomethylpyrimidine synthase
insF2	391739	392605	IS3 element protein InsF
ubiT	3300752	3301276	anaerobic ubiquinone biosynthesis accessory factor UbiT
sibC	3056851	3056991	small regulatory RNA antitoxin SibC
focA	953609	954466	formate channel FocA
ylbF	549627	550442	DUF2877 domain-containing protein YlbF
atpD	3915993	3917375	ATP synthase F<sub>1</sub> complex subunit &beta;
fliM	2020087	2021091	flagellar motor switch protein FliM
ybfB	733776	734102	uncharacterized protein YbfB
yeaO	1876909	1877256	DUF488 domain-containing protein YeaO
alx	3238580	3239545	putative membrane-bound redox modulator Alx
flgK	1138378	1140021	flagellar hook-filament junction protein 1
mprA	2810770	2811300	DNA-binding transcriptional regulator MprA
nuoL	2393205	2395046	NADH:quinone oxidoreductase subunit L
truA	2434824	2435636	tRNA pseudouridine<sup>38-40</sup> synthase
yidK	3858401	3860116	putative transporter YidK
rsd	4196332	4196808	regulator of sigma D
ylaC	478781	479251	putative inner membrane protein
garL	3272787	3273557	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase
pta	2414747	2416891	phosphate acetyltransferase
omrB	2976304	2976385	small regulatory RNA OmrB
nrdH	2800723	2800968	glutaredoxin-like protein NrdH
flhD	1977847	1978197	DNA-binding transcriptional dual regulator FlhD
dpaA	245065	245805	peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A
asnT	2044549	2044624	tRNA-Asn(GUU)
rsxA	1705767	1706348	SoxR [2Fe-2S] reducing system protein RsxA
yfdY	2495050	2495292	DUF2545 domain-containing protein YfdY
yjeI	4372809	4373162	DUF4156 domain-containing lipoprotein YjeI
yhaL	3255043	3255207	uncharacterized protein YhaL
mltA	2946081	2947178	membrane-bound lytic murein transglycosylase A
djlA	57364	58179	co-chaperone protein DjlA
mgrB	1908623	1908766	PhoQ kinase inhibitor
flgJ	1137371	1138312	putative peptidoglycan hydrolase FlgJ
napB	2298269	2298718	periplasmic nitrate reductase cytochrome c<SUB>550</SUB> protein
ygbI	2860467	2861234	DNA-binding transcriptional repressor YgbI
tusC	3474973	3475332	sulfurtransferase complex subunit TusC
sdhC	755177	755566	succinate:quinone oxidoreductase, membrane protein SdhC
satP	9928	10494	acetate/succinate:H<sup>+</sup> symporter
thiK	1163260	1164084	thiamine kinase
insA9	258345	258620	IS1 repressor TnpA
pheT	1795557	1797944	phenylalanine&mdash;tRNA ligase subunit &beta;
ryhB	3580922	3581016	small regulatory RNA RyhB
nanM	4537659	4538765	<i>N</i>-acetylneuraminate mutarotase
motR	1977208	1977302	small RNA MotR
atpA	3918316	3919857	ATP synthase F<sub>1</sub> complex subunit &alpha;
flgL	1140033	1140986	flagellar hook-filament junction protein 2
yghA	3149662	3150546	NADP<sup>+</sup>-dependent aldehyde reductase
ymgE	1244728	1244982	PF04226 family protein YmgE
hdeD	3656995	3657567	acid-resistance membrane protein
flgG	1134729	1135511	flagellar basal-body rod protein FlgG
ycjW	1382963	1383961	DNA-binding transcriptional repressor YcjW
torC	1058084	1059256	cytochrome <i>c</i> menaquinol dehydrogenase TorC
rluF	4230354	4231226	23S rRNA pseudouridine<sup>2604</sup> and tRNA<sup>Tyr</sup> pseudouridine<sup>35</sup> synthase
ycaD	945871	947019	putative transporter YcaD
ykgL	312112	312339	uncharacterized protein YkgL
rpoH	3599929	3600783	RNA polymerase sigma factor RpoH
yafS	234816	235538	putative S-adenosyl-L-methionine-dependent methyltransferase
dadA	1237571	1238869	D-amino acid dehydrogenase
grxD	1733754	1734101	glutaredoxin 4
micA	2814802	2814874	small regulatory RNA MicA
glcA	3119597	3121279	glycolate/lactate:H<sup>+</sup> symporter GlcA
flgD	1131854	1132549	flagellar biosynthesis, initiation of hook assembly
timR	2653356	2653455	putative small regulatory RNA TimR
alaU	3426958	3427033	tRNA-Ala(UGC)
nlpE	215269	215979	sensor lipoprotein NlpE
arfB	214833	215255	peptidyl-tRNA hydrolase, ribosome rescue factor
modF	792316	793788	ABC family protein ModF
C0664	2835055	2835167	
yhdP	3392458	3396258	phospholipid transport factor YhdP
yfiL	2741360	2741725	DUF2799 domain-containing lipoprotein YfiL
hdeB	3655966	3656292	periplasmic acid stress chaperone HdeB
pepB	2655075	2656358	aminopeptidase B
dnaJ	14168	15298	chaperone protein DnaJ
prs	1260928	1261875	ribose-phosphate diphosphokinase
fliO	2021504	2021869	flagellar biosynthesis protein FliO
ttdR	3205324	3206256	Dan transcriptional activator // DNA-binding transcriptional activator Dan
narQ	2585731	2587431	sensor histidine kinase NarQ
ppc	4150447	4153098	phosphoenolpyruvate carboxylase
truB	3311833	3312777	tRNA pseudouridine<sup>55</sup> synthase
nupG	3105714	3106970	nucleoside:H<sup>+</sup> symporter NupG
thiH	4190735	4191868	2-iminoacetate synthase
insEF2	391739	392901	IS3 element transposase
lysU	4353200	4354717	lysine&mdash;tRNA ligase/Ap<sub>4</sub>A synthetase/Ap<sub>3</sub>A synthetase
gadY	3664864	3664969	small regulatory RNA GadY
sad	1613315	1614703	succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad
idlP	4556913	4556996	<i>iraD</i> leader peptide
fliI	2016554	2017927	flagellar export ATPase FliI
flhB	1965043	1966191	flagellar biosynthesis protein FlhB
tufB	4175944	4177128	translation elongation factor Tu 2
ygeA	2979943	2980635	amino acid racemase YgeA
yahL	344176	344991	uncharacterized protein YahL
flgA	1130204	1130863	flagellar basal body P-ring formation protein FlgA
narG	1279864	1283607	nitrate reductase A subunit &alpha;
marR	1619120	1619554	DNA-binding transcriptional repressor MarR
rsmD	3604393	3604989	16S rRNA m<sup>2</sup>G966 methyltransferase
ygbN	2865101	2866465	putative transporter YgbN
fecI	4517714	4518235	RNA polymerase sigma factor FecI
yibX	3797772	3798014	protein YibX-S // protein YibX
grxA	890496	890753	oxidized glutaredoxin 1 // reduced glutaredoxin 1
livF	3592724	3593437	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF
mgrR	1622817	1622914	small regulatory RNA MgrR
dcuC	654583	655968	anaerobic C4-dicarboxylate transporter DcuC
fliN	2021088	2021501	flagellar motor switch protein FliN
yoaJ	1878874	1878948	uncharacterized protein YoaJ
cysT	1991914	1991987	tRNA-Cys(GCA)
mazF	2910756	2911091	endoribonuclease toxin MazF
prfC	4609414	4611003	peptide chain release factor RF3
